"file_name","part_code","day_of_recording","recording_number","topic","file_name_csv","duration_original","vocab_size","age","order"
"P_0203_14_1_MEAL__","P_0203",33,1,"MEAL","P_0203_14_1_MEAL__.csv",1172,11,14.13729616,222
"P_0153_24_6_BATH__","P_0153",59,6,"BATH","P_0153_24_6_BATH__.csv",1452,110,24.13203577,223
"P_0243_19_5_PLAY__","P_0243",122,5,"PLAY","P_0243_19_5_PLAY__.csv",1172,154,19.82509206,224
"P_0159_28_5_MEAL__","P_0159",113,5,"MEAL","P_0159_28_5_MEAL__.csv",2327,62,28.70199895,225
"P_0345_21_6_PLAY__","P_0345",98,6,"PLAY","P_0345_21_6_PLAY__.csv",1721,211,21.53471857,226
"P_0137_22_1_MEAL__","P_0137",23,1,"MEAL","P_0137_22_1_MEAL__.csv",1752,70,22.38953183,227
"P_0271_18_3_BATH__","P_0271",163,3,"BATH","P_0271_18_3_BATH__.csv",1008,39,18.80589164,228
"P_0243_19_6_NAPPY__","P_0243",122,6,"NAPPY","P_0243_19_6_NAPPY__.csv",420,154,19.82509206,229
"P_0339_22_1_MEAL__","P_0339",38,1,"MEAL","P_0339_22_1_MEAL__.csv",1799,71,22.75118359,230
"P_0130_23_9_BED__NAPPY","P_0130",131,9,"BED","P_0130_23_9_BED__NAPPY.csv",1574,158,23.44160968,231
"P_0271_21_8_NAPPY__","P_0271",153,8,"NAPPY","P_0271_21_8_NAPPY__.csv",1285,294,21.30457654,232
"P_0387_22_8_BATH__","P_0387",169,8,"BATH","P_0387_22_8_BATH__.csv",1300,72,22.12651236,233
"P_0437_18_8_BED__","P_0437",102,8,"BED","P_0437_18_8_BED__.csv",1374,47,18.64150447,234
"P_0348_27_4_NAPPY__","P_0348",157,4,"NAPPY","P_0348_27_4_NAPPY__.csv",837,106,27.38690163,235
"P_0271_19_5_MEAL__","P_0271",111,5,"MEAL","P_0271_19_5_MEAL__.csv",1850,99,19.92372436,236
"P_0387_19_3_PLAY__","P_0387",88,3,"PLAY","P_0387_19_3_PLAY__.csv",632,13,19.46344029,237
"P_0180_17_3_PLAY__","P_0180",59,3,"PLAY","P_0180_17_3_PLAY__.csv",1618,65,17.65518148,238
"P_0235_16_3_BED__BATH","P_0235",39,3,"BED","P_0235_16_3_BED__BATH.csv",1621,12,16.89900053,239
"P_0277_15_2_MEAL__","P_0277",26,2,"MEAL","P_0277_15_2_MEAL__.csv",1480,78,15.58390321,240
"P_0243_19_7_PLAY__","P_0243",122,7,"PLAY","P_0243_19_7_PLAY__.csv",1172,154,19.82509206,241
"P_0259_23_8_BATH__","P_0259",176,8,"BATH","P_0259_23_8_BATH__.csv",928,301,23.57311941,242
"P_0440_19_2_MEAL__","P_0440",38,2,"MEAL","P_0440_19_2_MEAL__.csv",668,11,19.364808,243
"P_0277_17_5_NAPPY__","P_0277",68,5,"NAPPY","P_0277_17_5_NAPPY__.csv",1384,130,17.06338769,244
"P_0149_29_2_BED__","P_0149",138,2,"BED","P_0149_29_2_BED__.csv",1227,344,29.32667017,245
"P_0310_19_9_BATH__","P_0310",167,9,"BATH","P_0310_19_9_BATH__.csv",2124,53,19.46344029,246
"P_0376_18_9_NAPPY__","P_0376",150,9,"NAPPY","P_0376_18_9_NAPPY__.csv",1322,130,18.31273014,247
"P_0180_17_2_BATH__","P_0180",45,2,"BATH","P_0180_17_2_BATH__.csv",734,52,17.12914256,248
"P_0271_20_6_PLAY__","P_0271",144,6,"PLAY","P_0271_20_6_PLAY__.csv",1882,161,20.94292478,249
"P_0427_18_4_BATH__","P_0427",124,4,"BATH","P_0427_18_4_BATH__.csv",1611,18,18.90452393,250
"P_0329_22_6_PLAY__","P_0329",115,6,"PLAY","P_0329_22_6_PLAY__.csv",943,41,22.94844819,251
"P_0359_19_6_NAPPY__","P_0359",70,6,"NAPPY","P_0359_19_6_NAPPY__.csv",391,20,19.98947922,252
"P_0324_17_3_NAPPY__","P_0324",86,3,"NAPPY","P_0324_17_3_NAPPY__.csv",330,61,17.91820095,253
"P_0524_26_10_NAPPY__","P_0524",166,10,"NAPPY","P_0524_26_10_NAPPY__.csv",861,262,26.20331405,254
"P_0449_17_3_BED__","P_0449",47,3,"BED","P_0449_17_3_BED__.csv",966,25,17.62230405,255
"P_0266_25_7_NAPPY__","P_0266",154,7,"NAPPY","P_0266_25_7_NAPPY__.csv",1390,185,25.97317201,256
"P_0180_16_1_MEAL__","P_0180",27,1,"MEAL","P_0180_16_1_MEAL__.csv",1250,26,16.60310363,257
"P_0259_23_7_NAPPY__","P_0259",174,7,"NAPPY","P_0259_23_7_NAPPY__.csv",1011,301,23.57311941,258
"P_0137_23_6_NAPPY__","P_0137",78,6,"NAPPY","P_0137_23_6_NAPPY__.csv",450,116,23.83613887,259
"P_0502_20_7_PLAY__","P_0502",136,7,"PLAY","P_0502_20_7_PLAY__.csv",1672,136,20.81141504,260
"P_0183_23_4_BATH__","P_0183",74,4,"BATH","P_0183_23_4_BATH__.csv",1824,119,23.01420305,261
"P_0359_22_11_PLAY__","P_0359",156,11,"PLAY","P_0359_22_11_PLAY__.csv",1637,26,22.81693845,262
"P_0394_21_4_BATH__","P_0394",65,4,"BATH","P_0394_21_4_BATH__.csv",1753,49,21.73198317,263
"P_0376_14_3_BED__","P_0376",35,3,"BED","P_0376_14_3_BED__.csv",393,25,14.53182536,264
"P_0418_19_1_BED__","P_0418",39,1,"BED","P_0418_19_1_BED__.csv",1029,15,19.92372436,265
"P_0458_16_3_BED__","P_0458",40,3,"BED","P_0458_16_3_BED__.csv",2131,32,16.3729616,266
"P_0280_26_4_NAPPY__","P_0280",60,4,"NAPPY","P_0280_26_4_NAPPY__.csv",1311,112,26.03892688,267
"P_0286_21_3_PLAY__","P_0286",56,3,"PLAY","P_0286_21_3_PLAY__.csv",1343,164,21.79773803,268
"P_0130_20_3_MEAL__","P_0130",29,3,"MEAL","P_0130_20_3_MEAL__.csv",1022,91,20.28537612,269
"P_0298_24_1_MEAL__","P_0298",26,1,"MEAL","P_0298_24_1_MEAL__.csv",1317,177,24.2635455,270
"P_0259_23_9_BATH__","P_0259",176,9,"BATH","P_0259_23_9_BATH__.csv",1079,301,23.57311941,271
"P_0427_17_2_NAPPY__","P_0427",69,2,"NAPPY","P_0427_17_2_NAPPY__.csv",1625,16,17.68805892,272
"P_0280_24_1_MEAL__","P_0280",21,1,"MEAL","P_0280_24_1_MEAL__.csv",1772,74,24.69095213,273
"P_0137_22_2_PLAY__","P_0137",35,2,"PLAY","P_0137_22_2_PLAY__.csv",1283,99,22.78406102,274
"P_0345_21_5_NAPPY__","P_0345",83,5,"NAPPY","P_0345_21_5_NAPPY__.csv",1446,180,21.04155708,275
"P_0480_20_6_MEAL__","P_0480",102,6,"MEAL","P_0480_20_6_MEAL__.csv",1950,64,20.28537612,276
"P_0345_20_4_BATH__","P_0345",81,4,"BATH","P_0345_20_4_BATH__.csv",1729,175,20.97580221,277
"P_0243_19_8_BATH__","P_0243",122,8,"BATH","P_0243_19_8_BATH__.csv",1480,154,19.82509206,278
"P_0437_18_7_MEAL__","P_0437",87,7,"MEAL","P_0437_18_7_MEAL__.csv",1350,47,18.64150447,279
"P_0149_30_4_NAPPY__BATH","P_0149",167,4,"NAPPY","P_0149_30_4_NAPPY__BATH.csv",1149,384,30.0499737,280
"P_0153_24_7_NAPPY__","P_0153",103,7,"NAPPY","P_0153_24_7_NAPPY__.csv",1257,112,24.1649132,281
"P_0458_17_5_NAPPY__","P_0458",73,5,"NAPPY","P_0458_17_5_NAPPY__.csv",1409,64,17.45791689,282
"P_0387_22_9_BED__","P_0387",169,9,"BED","P_0387_22_9_BED__.csv",1760,72,22.12651236,283
"P_0310_16_4_NAPPY__","P_0310",77,4,"NAPPY","P_0310_16_4_NAPPY__.csv",1187,15,16.60310363,284
"P_0310_18_7_BED__BATH","P_0310",140,7,"BED","P_0310_18_7_BED__BATH.csv",2440,31,18.6743819,285
"P_0404_21_10_BATH__","P_0404",170,10,"BATH","P_0404_21_10_BATH__.csv",2197,283,21.27169911,286
"P_0271_18_4_BATH__","P_0271",80,4,"BATH","P_0271_18_4_BATH__.csv",1094,39,18.80589164,287
"P_0436_19_4_PLAY__","P_0436",107,4,"PLAY","P_0436_19_4_PLAY__.csv",1073,213,19.59495003,288
"P_0408_18_3_PLAY__","P_0408",65,3,"PLAY","P_0408_18_3_PLAY__.csv",1718,32,18.31273014,289
"P_0436_17_1_BATH__","P_0436",49,1,"BATH","P_0436_17_1_BATH__.csv",2164,99,17.91820095,290
"P_0248_20_3_BATH__","P_0248",81,3,"BATH","P_0248_20_3_BATH__.csv",676,46,20.54839558,291
"P_0146_28_6_PLAY__","P_0146",122,6,"PLAY","P_0146_28_6_PLAY__.csv",988,40,28.04445029,292
"P_0235_16_2_MEAL__","P_0235",24,2,"MEAL","P_0235_16_2_MEAL__.csv",1370,10,16.4715939,293
"P_0329_22_4_BATH__","P_0329",94,4,"BATH","P_0329_22_4_BATH__.csv",1178,37,22.09363493,294
"P_0271_20_7_PLAY__","P_0271",144,7,"PLAY","P_0271_20_7_PLAY__.csv",1882,161,20.94292478,295
"P_0524_21_4_MEAL__","P_0524",27,4,"MEAL","P_0524_21_4_MEAL__.csv",543,29,21.69910573,296
"P_0141_25_5_BED__","P_0141",123,5,"BED","P_0141_25_5_BED__.csv",1208,70,25.80878485,297
"P_0266_26_8_BATH__","P_0266",175,8,"BATH","P_0266_26_8_BATH__.csv",1147,253,26.72935297,298
"P_0489_16_3_BED__BATH","P_0489",43,3,"BED","P_0489_16_3_BED__BATH.csv",714,10,16.73461336,299
"P_0463_19_8_NAPPY__","P_0463",159,8,"NAPPY","P_0463_19_8_NAPPY__.csv",1681,181,19.20042083,300
"P_0141_21_3_PLAY__","P_0141",99,3,"PLAY","P_0141_21_3_PLAY__.csv",1192,1,21.40320884,301
"P_0235_15_1_PLAY__","P_0235",10,1,"PLAY","P_0235_15_1_PLAY__.csv",1770,10,15.74829037,302
"P_0449_16_1_MEAL__","P_0449",26,1,"MEAL","P_0449_16_1_MEAL__.csv",1317,16,16.99763282,303
"P_0404_19_7_BED__","P_0404",124,7,"BED","P_0404_19_7_BED__.csv",1888,194,19.69358233,304
"P_0524_21_2_PLAY__","P_0524",11,2,"PLAY","P_0524_21_2_PLAY__.csv",1141,27,21.14018937,305
"P_0369_25_1_BATH__","P_0369",103,1,"BATH","P_0369_25_1_BATH__.csv",1621,182,25.71015255,306
"P_0516_15_3_PLAY__","P_0516",53,3,"PLAY","P_0516_15_3_PLAY__.csv",1869,33,15.02498685,307
"P_0271_17_1_BED__","P_0271",39,1,"BED","P_0271_17_1_BED__.csv",1695,24,17.39216202,308
"P_0277_16_3_BED__","P_0277",42,3,"BED","P_0277_16_3_BED__.csv",1204,84,16.2743293,309
"P_0488_29_1_PLAY__","P_0488",41,1,"PLAY","P_0488_29_1_PLAY__.csv",2123,50,29.35954761,310
"P_0345_19_2_MEAL__","P_0345",31,2,"MEAL","P_0345_19_2_MEAL__.csv",1352,90,19.33193056,311
"P_0296_21_1_PLAY__","P_0296",20,1,"PLAY","P_0296_21_1_PLAY__.csv",1836,194,21.92924776,312
"P_0298_27_7_PLAY__","P_0298",139,7,"PLAY","P_0298_27_7_PLAY__.csv",1460,310,27.84718569,313
"P_0193_21_7_BED__","P_0193",111,7,"BED","P_0193_21_7_BED__.csv",1239,116,21.567596,314
"P_0277_20_11_BATH__","P_0277",163,11,"BATH","P_0277_20_11_BATH__.csv",1656,293,20.31825355,315
"P_0387_20_4_NAPPY__","P_0387",111,4,"NAPPY","P_0387_20_4_NAPPY__.csv",807,29,20.21962125,316
"P_0266_25_6_BED__","P_0266",130,6,"BED","P_0266_25_6_BED__.csv",1324,96,25.15123619,317
"P_0243_18_3_BATH","P_0243",76,3,"BATH","P_0243_18_3_BATH.csv",1214,88,18.44423987,318
"P_0233_22_4_BATH__","P_0233",79,4,"BATH","P_0233_22_4_BATH__.csv",1241,30,22.61967386,319
"P_0183_26_8_BATH__","P_0183",159,8,"BATH","P_0183_26_8_BATH__.csv",1282,247,26.00604945,320
"P_0480_18_3_NAPPY__","P_0480",61,3,"NAPPY","P_0480_18_3_NAPPY__.csv",1184,19,18.80589164,321
"P_0489_20_10_NAPPY__","P_0489",160,10,"NAPPY","P_0489_20_10_NAPPY__.csv",484,23,20.81141504,322
"P_0436_19_3_BATH__","P_0436",93,3,"BATH","P_0436_19_3_BATH__.csv",980,187,19.39768543,323
"P_0248_19_2_PLAY__","P_0248",58,2,"PLAY","P_0248_19_2_PLAY__.csv",812,31,19.75933719,324
"P_0463_17_5_MEAL__","P_0463",111,5,"MEAL","P_0463_17_5_MEAL__.csv",1355,65,17.58942662,325
"P_0404_16_2_MEAL__","P_0404",28,2,"MEAL","P_0404_16_2_MEAL__.csv",1660,71,16.53734876,326
"P_0348_27_3_PLAY__","P_0348",152,3,"PLAY","P_0348_27_3_PLAY__.csv",1269,106,27.38690163,327
"P_0193_20_5_PLAY__","P_0193",83,5,"PLAY","P_0193_20_5_PLAY__.csv",1742,92,20.64702788,328
"P_0137_26_9_PLAY__","P_0137",142,9,"PLAY","P_0137_26_9_PLAY__.csv",864,265,26.33482378,329
"P_0182_17_3_PLAY__","P_0182",58,3,"PLAY","P_0182_17_3_PLAY__.csv",1149,92,17.88532351,330
"P_0449_21_11_BED__","P_0449",172,11,"BED","P_0449_21_11_BED__.csv",1025,136,21.83061547,331
"P_0387_20_5_PLAY__","P_0387",128,5,"PLAY","P_0387_20_5_PLAY__.csv",371,42,20.77853761,332
"P_0233_20_2_MEAL__","P_0233",27,2,"MEAL","P_0233_20_2_MEAL__.csv",1665,8,20.71278275,333
"P_0463_16_4_NAPPY_","P_0463",67,4,"NAPPY","P_0463_16_4_NAPPY_.csv",1281,16,16.175697,334
"P_0408_18_2_BED__","P_0408",52,2,"BED","P_0408_18_2_BED__.csv",1422,31,18.01683325,335
"P_0345_18_1_PLAY__","P_0345",15,1,"PLAY","P_0345_18_1_PLAY__.csv",1259,71,18.80589164,336
"P_0449_20_7_MEAL__","P_0449",124,7,"MEAL","P_0449_20_7_MEAL__.csv",1457,78,20.21962125,337
"P_0436_20_5_BATH__","P_0436",121,5,"BATH","P_0436_20_5_BATH__.csv",1586,263,20.08811152,338
"P_0437_15_2_MEAL_2","P_0437",0,2,"MEAL","P_0437_15_2_MEAL_2.csv",1651,4,15.28800631,339
"P_0298_25_3_NAPPY__","P_0298",65,3,"NAPPY","P_0298_25_3_NAPPY__.csv",511,250,25.54576539,340
"P_0329_22_7_BED__","P_0329",132,7,"BED","P_0329_22_7_BED__.csv",848,41,22.94844819,341
"P_0516_17_6_MEAL__","P_0516",117,6,"MEAL","P_0516_17_6_MEAL__.csv",1169,235,17.26065229,342
"P_0174_23_3_MEAL__","P_0174",111,3,"MEAL","P_0174_23_3_MEAL__.csv",562,102,23.44160968,343
"P_0174_21_2_NAPPY__","P_0174",44,2,"NAPPY","P_0174_21_2_NAPPY__.csv",952,66,21.27169911,344
"P_0471_25_3_BED__","P_0471",27,3,"BED","P_0471_25_3_BED__.csv",830,75,25.28274592,345
"P_0471_28_10_PLAY__","P_0471",126,10,"PLAY","P_0471_28_10_PLAY__.csv",560,145,28.11020516,346
"P_0458_16_2_MEAL__","P_0458",30,2,"MEAL","P_0458_16_2_MEAL__.csv",1739,21,16.01130984,347
"P_0436_21_7_PLAY","P_0436",172,7,"PLAY","P_0436_21_7_PLAY.csv",1375,382,21.99500263,348
"P_0437_15_1_PLAY__","P_0437",0,1,"PLAY","P_0437_15_1_PLAY__.csv",1321,4,15.28800631,349
"P_0359_20_8_PLAY__","P_0359",95,8,"PLAY","P_0359_20_8_PLAY__.csv",366,22,20.94292478,350
"P_0229_24_7_NAPPY__","P_0229",177,7,"NAPPY","P_0229_24_7_NAPPY__.csv",1419,207,24.72382956,351
"P_0404_18_5_BATH__ ","P_0404",84,5,"BATH","P_0404_18_5_BATH__ .csv",2367,113,18.41136244,352
"P_0266_21_1_MEAL__","P_0266",22,1,"MEAL","P_0266_21_1_MEAL__.csv",685,18,21.89637033,353
"P_0359_17_1_MEAL__","P_0359",8,1,"MEAL","P_0359_17_1_MEAL__.csv",561,15,17.68805892,354
"P_0359_19_5_PLAY__","P_0359",56,5,"PLAY","P_0359_19_5_PLAY__.csv",325,19,19.10178853,355
"P_0516_18_9_PLAY__","P_0516",161,9,"PLAY","P_0516_18_9_PLAY__.csv",1349,334,18.6743819,356
"P_0458_19_9_NAPPY","P_0458",151,9,"NAPPY","P_0458_19_9_NAPPY.csv",1379,176,19.98947922,357
"P_0220_21_5_PLAY__","P_0220",123,5,"PLAY","P_0220_21_5_PLAY__.csv",1354,215,21.9621252,358
"P_0296_23_6_PLAY__","P_0296",65,6,"PLAY","P_0296_23_6_PLAY__.csv",1371,239,23.40873225,359
"P_0404_17_3_BED__","P_0404",43,3,"BED","P_0404_17_3_BED__.csv",1540,83,17.03051026,360
"P_0137_23_5_PLAY__","P_0137",64,5,"PLAY","P_0137_23_5_PLAY__.csv",1195,114,23.77038401,361
"P_0280_27_7_MEAL__","P_0280",109,7,"MEAL","P_0280_27_7_MEAL__.csv",1232,131,27.48553393,362
"P_0359_22_10_BED__","P_0359",127,10,"BED","P_0359_22_10_BED__.csv",1087,26,22.12651236,363
"P_0146_28_3_PLAY__","P_0146",97,3,"PLAY","P_0146_28_3_PLAY__.csv",1335,40,28.04445029,364
"P_0149_27_1_PLAY__","P_0149",97,1,"PLAY","P_0149_27_1_PLAY__.csv",456,236,27.94581799,365
"P_0376_19_10_BATH__","P_0376",176,10,"BATH","P_0376_19_10_BATH__.csv",1340,159,19.1675434,366
"P_0193_20_4_BATH__","P_0193",74,4,"BATH","P_0193_20_4_BATH__.csv",1648,78,20.35113098,367
"P_0480_18_1_MEAL__","P_0480",18,1,"MEAL","P_0480_18_1_MEAL__.csv",1504,18,18.01683325,368
"P_0458_19_8_PLAY__","P_0458",139,8,"PLAY","P_0458_19_8_PLAY__.csv",1349,155,19.62782746,369
"P_0458_15_1_MEAL__","P_0458",25,1,"MEAL","P_0458_15_1_MEAL__.csv",1721,18,15.87980011,370
"P_0404_20_9_NAPPY__","P_0404",160,9,"NAPPY","P_0404_20_9_NAPPY__.csv",2085,240,20.87716991,371
"P_0516_17_7_BED__","P_0516",132,7,"BED","P_0516_17_7_BED__.csv",1196,302,17.72093635,372
"P_0339_24_3_NAPPY__ ","P_0339",100,3,"NAPPY","P_0339_24_3_NAPPY__ .csv",1253,164,24.8553393,373
"P_0204_21_3_BED__","P_0204",38,3,"BED","P_0204_21_3_BED__.csv",1092,29,21.53471857,374
"P_0159_29_6_MEAL__","P_0159",146,6,"MEAL","P_0159_29_6_MEAL__.csv",1081,62,29.32667017,375
"P_0153_24_5_NAPPY__","P_0153",46,5,"NAPPY","P_0153_24_5_NAPPY__.csv",778,110,24.13203577,376
"P_0298_24_2_BED__","P_0298",34,2,"BED","P_0298_24_2_BED__.csv",1257,184,24.49368753,377
"P_0376_17_7_BED__","P_0376",131,7,"BED","P_0376_17_7_BED__.csv",1256,123,17.75381378,378
"P_0286_23_5_PLAY__","P_0286",105,5,"PLAY","P_0286_23_5_PLAY__.csv",1206,233,23.50736454,379
"P_0141_25_7_BATH__","P_0141",152,7,"BATH","P_0141_25_7_BATH__.csv",1587,70,25.80878485,380
"P_0449_21_9_NAPPY__","P_0449",165,9,"NAPPY","P_0449_21_9_NAPPY__.csv",1386,133,21.53471857,381
"P_0524_22_7_MEAL__","P_0524",68,7,"MEAL","P_0524_22_7_MEAL__.csv",1215,65,22.98132562,382
"P_0193_19_3_NAPPY__","P_0193",56,3,"NAPPY","P_0193_19_3_NAPPY__.csv",1280,57,19.75933719,383
"P_0130_20_4_BATH__","P_0130",47,4,"BATH","P_0130_20_4_BATH__.csv",701,91,20.28537612,384
"P_0394_20_3_PLAY__","P_0394",38,3,"PLAY","P_0394_20_3_PLAY__.csv",573,39,20.51551815,385
"P_0233_24_6_PLAY__","P_0233",138,6,"PLAY","P_0233_24_6_PLAY__.csv",1291,96,24.39505523,386
"P_0502_19_3_BATH__","P_0502",84,3,"BATH","P_0502_19_3_BATH__.csv",1036,105,19.39768543,387
"P_0404_15_1_PLAY__","P_0404",13,1,"PLAY","P_0404_15_1_PLAY__.csv",1224,65,15.91267754,388
"P_0153_26_9_NAPPY__","P_0153",137,9,"NAPPY","P_0153_26_9_NAPPY__.csv",791,113,26.46633351,389
"P_0436_21_6_BATH__","P_0436",163,6,"BATH","P_0436_21_6_BATH__.csv",1093,359,21.63335087,390
"P_0502_17_1_BED__","P_0502",40,1,"BED","P_0502_17_1_BED__.csv",487,72,17.98395581,391
"P_0159_25_1_PLAY__","P_0159",14,1,"PLAY","P_0159_25_1_PLAY__.csv",1049,9,25.61152025,392
"P_0418_22_3_PLAY__","P_0418",110,3,"PLAY","P_0418_22_3_PLAY__.csv",374,32,22.42240926,393
"P_0489_17_4_PLAY__","P_0489",54,4,"PLAY","P_0489_17_4_PLAY__.csv",495,12,17.32640715,394
"P_0310_17_5_BATH__","P_0310",94,5,"BATH","P_0310_17_5_BATH__.csv",1934,20,17.09626512,395
"P_0318_22_3_PLAY__","P_0318",64,3,"PLAY","P_0318_22_3_PLAY__.csv",668,44,22.12651236,396
"P_0463_14_1_PLAY__","P_0463",12,1,"PLAY","P_0463_14_1_PLAY__.csv",1355,9,14.36743819,397
"P_0271_18_2_PLAY__","P_0271",54,2,"PLAY","P_0271_18_2_PLAY__.csv",1452,35,18.14834298,398
"P_0369_26_2_PLAY__","P_0369",113,2,"PLAY","P_0369_26_2_PLAY__.csv",687,189,26.03892688,399
"P_0524_24_9_MEAL__","P_0524",112,9,"MEAL","P_0524_24_9_MEAL__.csv",703,167,24.59231983,400
"P_0471_27_7_BATH__","P_0471",68,7,"BATH","P_0471_27_7_BATH__.csv",1549,141,27.5512888,401
"P_0408_21_8_PLAY__","P_0408",161,8,"PLAY","P_0408_21_8_PLAY__.csv",1455,74,21.567596,402
"P_0300_26_11_NAPPY__","P_0300",165,11,"NAPPY","P_0300_26_11_NAPPY__.csv",585,152,26.00604945,403
"P_0489_18_6_NAPPY__","P_0489",85,6,"NAPPY","P_0489_18_6_NAPPY__.csv",616,16,18.47711731,404
"P_0449_18_4_PLAY__","P_0449",60,4,"PLAY","P_0449_18_4_PLAY__.csv",1023,32,18.01683325,405
"P_0310_15_3_BED__","P_0310",45,3,"BED","P_0310_15_3_BED__.csv",1848,9,15.45239348,406
"P_0209_20_1_PLAY__","P_0209",24,1,"PLAY","P_0209_20_1_PLAY__.csv",992,48,20.02235665,407
"P_0204_22_5_NAPPY__","P_0204",58,5,"NAPPY","P_0204_22_5_NAPPY__.csv",1238,50,22.22514466,408
"P_0376_14_1_MEAL__","P_0376",22,1,"MEAL","P_0376_14_1_MEAL__.csv",1382,15,14.07154129,409
"P_0489_16_1_MEAL__","P_0489",23,1,"MEAL","P_0489_16_1_MEAL__.csv",679,8,16.63598106,410
"P_0233_24_7_BED__","P_0233",138,7,"BED","P_0233_24_7_BED__.csv",909,96,24.39505523,411
"P_0480_18_2_BED__","P_0480",33,2,"BED","P_0480_18_2_BED__.csv",1260,18,18.01683325,412
"P_0259_20_4_BATH__","P_0259",92,4,"BATH","P_0259_20_4_BATH__.csv",1108,63,20.54839558,413
"P_0130_19_1_BATH__","P_0130",6,1,"BATH","P_0130_19_1_BATH__.csv",662,68,19.13466597,414
"P_0204_20_1_PLAY__","P_0204",1,1,"PLAY","P_0204_20_1_PLAY__.csv",1213,2,20.31825355,415
"P_0174_24_6_PLAY__","P_0174",145,6,"PLAY","P_0174_24_6_PLAY__.csv",743,145,24.39505523,416
"P_0516_18_10_BATH__","P_0516",167,10,"BATH","P_0516_18_10_BATH__.csv",1431,363,18.80589164,417
"P_0259_17_1_PLAY_","P_0259",9,1,"PLAY","P_0259_17_1_PLAY_.csv",1443,24,17.81956865,418
"P_0204_25_10_PLAY__","P_0204",155,10,"PLAY","P_0204_25_10_PLAY__.csv",1179,244,25.41425565,419
"P_0408_17_1_MEAL__","P_0408",44,1,"MEAL","P_0408_17_1_MEAL__.csv",1385,28,17.72093635,421
"P_0516_18_8_NAPPY__","P_0516",152,8,"NAPPY","P_0516_18_8_NAPPY__.csv",1609,332,18.41136244,422
"P_0146_26_1_BATH__","P_0146",67,1,"BATH","P_0146_26_1_BATH__.csv",1349,23,26.53208837,423
"P_0346_22_8_PLAY__","P_0346",156,8,"PLAY","P_0346_22_8_PLAY__.csv",1255,106,22.35665439,424
"P_0376_14_4_PLAY___","P_0376",49,4,"PLAY","P_0376_14_4_PLAY___.csv",1415,39,14.99210942,425
"P_0259_23_6_MEAL__","P_0259",170,6,"MEAL","P_0259_23_6_MEAL__.csv",2050,301,23.57311941,426
"P_0310_14_1_PLAY__","P_0310",12,1,"PLAY","P_0310_14_1_PLAY__.csv",912,7,14.69621252,427
"P_0418_21_2_BATH__","P_0418",95,2,"BATH","P_0418_21_2_BATH__.csv",1354,26,21.92924776,428
"P_0369_27_6_NAPPY__","P_0369",160,6,"NAPPY","P_0369_27_6_NAPPY__.csv",426,354,27.58416623,429
"P_0498_21_3_BATH__","P_0498",163,3,"BATH","P_0498_21_3_BATH__.csv",1107,181,21.07443451,430
"P_0153_26_8_MEAL__","P_0153",104,8,"MEAL","P_0153_26_8_MEAL__.csv",959,113,26.46633351,431
"P_0163_25_5_PLAY__","P_0163",75,5,"PLAY","P_0163_25_5_PLAY__.csv",550,364,25.05260389,432
"P_0346_19_3_NAPPY__","P_0346",70,3,"NAPPY","P_0346_19_3_NAPPY__.csv",789,23,19.52919516,433
"P_0298_28_8_PLAY__NAPPY","P_0298",166,8,"PLAY","P_0298_28_8_PLAY__NAPPY.csv",546,324,28.37322462,434
"P_0418_24_6_BED__","P_0418",159,6,"BED","P_0418_24_6_BED__.csv",409,112,24.09915834,435
"P_0174_25_8_MEAL__","P_0174",167,8,"MEAL","P_0174_25_8_MEAL__.csv",926,257,25.24986849,436
"P_0130_23_8_MEAL__","P_0130",120,8,"MEAL","P_0130_23_8_MEAL__.csv",479,157,23.31009995,437
"P_0339_26_6_MEAL__","P_0339",146,6,"MEAL","P_0339_26_6_MEAL__.csv",976,222,26.49921094,438
"P_0480_19_4_BATH__","P_0480",75,4,"BATH","P_0480_19_4_BATH__.csv",1163,20,19.1675434,439
"P_0387_18_1_BED__","P_0387",72,1,"BED","P_0387_18_1_BED__.csv",1143,13,18.90452393,440
"P_0174_23_5_BED__","P_0174",124,5,"BED","P_0174_23_5_BED__.csv",1110,133,23.96764861,441
"P_0229_24_5_PLAY__","P_0229",164,5,"PLAY","P_0229_24_5_PLAY__.csv",630,178,24.4608101,442
"P_0233_24_8_NAPPY__","P_0233",144,8,"NAPPY","P_0233_24_8_NAPPY__.csv",877,105,24.52656497,443
"P_0437_20_10_BATH__","P_0437",143,10,"BATH","P_0437_20_10_BATH__.csv",2414,68,20.02235665,444
"P_0480_21_7_PLAY__","P_0480",130,7,"PLAY","P_0480_21_7_PLAY__.csv",1252,117,21.20594424,445
"P_0505_17_6_BED__","P_0505",135,6,"BED","P_0505_17_6_BED__.csv",1228,51,17.81956865,446
"P_0505_16_5_MEAL__","P_0505",109,5,"MEAL","P_0505_16_5_MEAL__.csv",1621,25,16.63598106,447
"P_0339_26_5_PLAY__","P_0339",138,5,"PLAY","P_0339_26_5_PLAY__.csv",1238,202,26.10468175,448
"P_0300_21_4_BATH__","P_0300",50,4,"BATH","P_0300_21_4_BATH__.csv",464,16,21.92924776,449
"P_0183_22_2_PLAY__","P_0183",46,2,"PLAY","P_0183_22_2_PLAY__.csv",1045,90,22.29089953,450
